name,description,image,adapts_well_to_apartment_living,good_for_novice_owners,sensitivity_level,tolerates_being_alone,tolerates_cold_weather,tolerates_hot_weather,affectionate_with_family,kid_friendly,dog_friendly,friendly_toward_strangers,amount_of_shedding,drooling_potential,easy_to_groom,general_health,potential_for_weight_gain,size,easy_to_train,intelligence,potential_for_mouthiness,prey_drive,tendency_to_bark_or_howl,wanderlust_potential,energy_level,intensity,exercise_needs,potential_for_playfulness,dog_breed_group,height,weight,life_span 
schipperke,"Curious and clever, the Schipperke dog breed is often nicknamed LBD, for little black devil. Theyre fearless and devoted, always on guard to protect their family from harm.Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember toadopt! Dont shop if you want to bring a dog home.The Shipperkes small size and easy-care coat are attractive qualities, but their intelligence and curiosity can lead them into trouble. They adapt well to just about any home, even apartments, so long as they can get plenty of exercise. However, their independent streak can prove difficult for novice pet parents to handle. If you can give your dog patient training and physical activity while keeping a good sense of humor, youll be rewarded with a great watchdog and a happy, loving family member.",https://www.dogtime.com/assets/uploads/2011/01/file_23158_schipperke-460x290.jpg,4,2,4,3,3,2,4,5,2,2,3,1,5,4,5,1,2,4,3,2,4,5,5,3,5,5,Companion Dogs,10 to 15 inches tall at the shoulder,11 to 18 pounds,13 to 15 years
schnoodle,"What a pistol! Smart, active, and adorable, the Schnoodle has become a popular hybrid dog breed. Theyre a cross between the Poodle and the Schnauzer and can be found in many colors.Although these dogs sometimes have the unfortunate status of designer breed, you may find them in the care of shelters and rescue groups.Remember toadopt! Dont shop if you want to bring a dog home.Ranging from six to 76 pounds, the Schnoodle has a place as a lap dog, a family dog, a therapy dog, or a performance dog. The vast majority of them are small dogs. The appeal of this hybrid is that they generally have the Poodles willingness to please mixed with the sturdiness and activity of the Schnauzer. Playful and lovable, this dog lives to have fun and is always the center of attention.",https://www.dogtime.com/assets/uploads/2011/01/file_23206_schnoodle-460x290.jpg,3,5,4,2,2,4,4,5,3,3,2,1,4,3,4,4,4,5,3,3,2,3,4,3,4,4,Hybrid Dogs,10 to 26 inches tall at the shoulder,20 to 75 pounds,10 to 15 years
scottish deerhound,"The original purpose of the Scottish Deerhound dog breed was to hunt and bring down the Scottish roe deer, a magnificent beast twice or more the dogs size. Today, if the Scottish Deerhound were writing a personals ad, theyd say that they enjoy long walks, opportunities to run, regular meals, and a nice sofa to nap on.Even though these are purebred dogs, some may still end up in the care of shelters or rescues. Consider adoption if this is the breed for you.Although these dogs are highly affectionate to the humans in their lives, they dont fair as well in apartment living situations or with novice pet parents. Theyre large and energetic, which means they need room to run. These dogs need an experienced trainer who can stay firm and consistent. They also dont like being left at home alone for long hours of the day. If youve got the strength and endurance to meet this breeds needs, youll have a loyal, loving companion for life.DogTime recommends this big, spacious crate to give your big Scottish Deerhound a place to rest and relax.You should also pick up this dog brush and massager for your long-haired pup!",https://www.dogtime.com/assets/uploads/2011/01/file_23046_scottish-deerhound-460x290.jpg,1,1,3,2,4,4,5,4,2,5,5,1,2,3,4,5,2,3,4,5,1,4,5,5,5,5,Hound Dogs,28 to 32 inches tall at the shoulder,75 to 110 pounds,8 to 11 years
scottish terrier,"An independent and stubborn character, theScottish Terrier dog breed is also quite sensitive to praise and blame. Independent, intelligent, and hilarious in their dignified seriousness, theyre a true terrier, which makes them an excellent watchdog.Although these are purebred dogs, you may still find them in shelters and rescues. Remember to adopt! Dont shop if this is the breed for you.Thanks to those incredibly short legs, your Scottie isnt going to train for a marathon with youheck, they wont even go jogging with youbut theyre a perfect walking companion, especially if you appreciate their vocal approach to bicycles and squirrels. Despite their size, they dont yap: they have a powerful bark that can scare the wits out of the unsuspecting burglar or delivery person. They totally rock at agility and earthdog trials. Youll enjoy a rodent-free yard with one of these dogs around, but watch out for the holes theyve dug.DogTime recommends this carrier for traveling with your small Scottish Terrier.You should also pick up this dog brush and massager for your long-haired pup!",https://www.dogtime.com/assets/uploads/2011/01/file_23082_scottish-terrier-460x290.jpg,4,2,4,3,4,3,5,4,4,4,2,1,2,4,3,2,1,4,3,3,4,5,4,4,4,4,Terrier Dogs,Up to 10 inches tall at the shoulder,18 to 22 pounds,11 to 13 years
sealyham terrier,"The Sealyham Terrier dog breed was originally bred to hunt otters, foxes, and badgers. Today, these clowns of the terrier family are primarily companion dogs and a good choice for novice pet parents.Although these are purebred dogs, you may still find them in shelters and rescues. Remember to adopt! Dont shop if this is the breed for you.These friendly, affectionate pups will get along with the whole family, whether that family lives in an apartment or a large home with a backyard. Although, they will need some exercise to avoid weight gain and stay happy and healthy. Theyll also need firm and consistent training, especially when it comes to housetraining, as well as some socialization, preferably starting at an early age. If you can meet the breeds needs, youll have a loving and adorable companion for life!DogTime recommends this dog bed to give a good nights sleep to your medium-sized Sealyham Terrier.You should also pick up this dog de-shedder for your high shedding pup!",https://www.dogtime.com/assets/uploads/2011/01/file_23084_sealyham-terrier-460x290.jpg,4,4,4,2,4,3,4,4,4,3,4,3,1,5,3,2,3,4,2,2,4,3,4,2,4,4,Terrier Dogs,Up to 10 inches tall at the shoulder,22 to 24 pounds,12 to 14 years
sheepadoodle,"The Sheepadoodle is a mixed breed dog  a cross between the Old English Sheepdog and Poodle dog breeds. Smart, playful, and loving, these pups inherited some of the best traits from both of their parents.Sheepadoodles go by many names, including Sheep-a-poo, Sheeppoo, Sheepdoodle, and Sheepdogpoo. Despite their status as a designer breed, you may find these mixed breed dogs in shelters and rescues, so remember to adopt! Dont shop!These adorable pups make great family dogs, as well as companions for single-person households. Due to their natural ability to read human emotions so well, they very often make great therapy or emotional support dogs. If you want a lovable, protective, and energetic pooch who will always keep you entertained and your home safe, the Sheepadoodle may be the right dog for you!",https://www.dogtime.com/assets/uploads/2020/01/sheepadoodle-mixed-dog-breed-pictures-cover.jpg,4,4,5,2,4,3,5,5,4,4,1,1,3,4,4,4,3,5,3,1,2,2,4,3,4,5,Mixed Breed Dogs,16 to 22 inches,60 to 80 pounds,12 to 15 years
shepsky,"The Shepsky is a mixed breed doga cross between the German Shepherd and Siberian Husky dog breeds. Medium in size, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.The Shepsky is also commonly called the Gerberian Shepsky. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Dont shop!These adorable pups are affectionate and loyal. They are also working dogs. Due to their superior intelligence and alert nature, they have a history of taking on guard duties, police work, search and rescue missions, as well as military operations.An apartment would never do. Shepskies need large homes with yards and need to be responsible for rigorous duties. When under-stimulated, these pups can become destructive and unmanageable. Keep them working to keep them happy! Read on to find out if this is the right breed for you.",https://www.dogtime.com/assets/uploads/2019/08/shepsky-mixed-dog-breed-pictures-cover.jpg,1,1,4,2,4,3,5,4,3,4,4,2,3,4,2,4,4,5,4,4,3,2,5,4,5,5,Mixed Breed Dogs,20 to 25 inches,45 to 88 pounds,10 to 14 years
shetland sheepdog,"Canines of the Shetland Sheepdog dog breedstood guard for farmers in the Shetland Islands off the coast of Scotland, keeping hungry birds and sheep out of the farmers garden, and they served as herding dogs as well. Today theyre excellent family companions and superstars in dog sports.Many fans of the breed affectionately refer to these pups as Shelties.Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember toadopt! Dont shop if you want to bring a dog home.Smart and eager to please, dogs of this breed take well to training. Even though theyre quite affectionate with just about everybody, theyre also very protective of their families. Theyre sensitive and shouldnt spend too many hours home alone without companionship. If you can keep your dog mentally and physically stimulated with tasks, training, and exercise, youll have a loving furry family member.",https://www.dogtime.com/assets/uploads/2011/01/file_23198_shetland-sheepdog-460x290.jpg,2,3,5,2,4,3,5,5,4,5,5,1,2,4,3,2,5,5,1,3,4,2,4,2,4,4,Herding Dogs,13 to 16 inches tall at the shoulder,Starts at 20 pounds,12 to 15 years
shiba inu,"The Shiba Inu dog breed was originally bred to flush birds and small game, and was occasionally used to hunt wild boar. Theyre one of Japans six native breeds: Akita (large), Kishu, Hokkaido, Kai, Shikoku (medium), and Shiba (small).Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember toadopt! Dont shop if you want to bring a dog home.Shibas are known for their spirited personality, small upright ears, and cat-like agility. Today they serve primarily ascompanion dogs in Japan and the United States.DogTime recommends this dog bed to give a good nights sleep to your medium-sized Shiba Inu.You should also pick up this dog brush and massager for your long-haired pup!",https://www.dogtime.com/assets/uploads/2011/01/file_23160_shiba-inu-460x290.jpg,5,4,3,5,4,3,4,3,3,3,4,1,4,3,2,2,2,4,4,3,4,4,4,2,3,3,Companion Dogs,13 to 17 inches tall at the shoulder,17 to 23 pounds,12 to 16 years
shichon,"The Shichon is a mixed breed doga cross between the Shih Tzu and the Bichon Frise dog breeds. Affectionate, intelligent, and outgoing, these pups inherited some of the best qualities from both of their parents.Shichons go by a few other names including the Shih Tzu-Bichon mix, Zuchon, and Teddy Bear dog. Despite their unfortunate status as a designer breed, you can find these mixed breed dogs in shelters as well, so remember to adopt! Dont shop!These sweet pups are rather adaptable and are fit for apartment living, households with families, and single-person homes. They are the perfect companion animal for seniors, and their personalities and temperament make them excellent therapy dogs. If you want a companion who will follow you around your home and also protect their loved ones, the Shichon may be the right dog for you!",https://www.dogtime.com/assets/uploads/2020/01/shichon-mixed-dog-breed-pictures-cover.jpg,5,4,4,1,2,2,5,5,4,4,1,1,4,4,3,2,3,4,1,1,2,1,4,2,3,5,Mixed Breed Dogs,9 to 12 inches,9 to 15 pounds,12 to 18 years
